"hanzi_sc","hanzi_trad","pinyin","pinyin_style2","level","level_zh","cc_cedict_definitions"
"淆","淆","xiáo","xiao2","6","Level 6","confused and disorderly/mixed/Taiwan pr. [yao2]"
"蚀","蝕","shí","shi2","6","Level 6","to nibble away at sth/to eat into/to erode"
"巅","巔","diān","dian1","6","Level 6","summit"
"惦","惦","diàn","dian4","6","Level 6","to think of/to remember/to miss"
"氏","氏","shì","shi4","6","Level 6","clan/family/surname"
"涮","涮","shuàn","shuan4","6","Level 6","to rinse/to trick/to fool sb/to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table)"
"媚","媚","mèi","mei4","6","Level 6","flatter/charm"
"焚","焚","fén","fen2","6","Level 6","to burn"
"诽","誹","fěi","fei3","6","Level 6","slander"
"谤","謗","bàng","bang4","6","Level 6","to slander/to defame/to speak ill of"
"钦","欽","qīn","qin1","6","Level 6","to respect/to admire/to venerate/by the emperor himself"
"蘸","蘸","zhàn","zhan4","6","Level 6","to dip in (ink, sauce etc)"
"峙","峙","zhì","zhi4","6","Level 6","peak/to store"
"妖","妖","yāo","yao1","6","Level 6","goblin/witch/devil/bewitching/enchanting/monster/phantom/demon"
"抨","抨","pēng","peng1","6","Level 6","attack/impeach"
"眨","眨","zhǎ","zha3","6","Level 6","to blink/to wink"
"瓣","瓣","bàn","ban4","6","Level 6","petal/segment/clove (of garlic)/piece/section/fragment/valve/lamella/classifier for pieces, segments etc"
"忌","忌","jì","ji4","6","Level 6","to be jealous of/fear/dread/scruple/to avoid or abstain from/to quit/to give up sth"
"堡","堡","bǎo","bao3","6","Level 6","small camp/fortress"
"垒","壘","lěi","lei3","6","Level 6","rampart/base (in baseball)/to build with stones, bricks etc"
"僚","僚","liáo","liao2","6","Level 6","bureaucrat/colleague"
"膛","膛","táng","tang2","6","Level 6","(bound form) hollow space"
"煽","煽","shān","shan1","6","Level 6","to fan into a flame/to incite"
"岳","嶽岳","yuè","yue4","6","Level 6","high mountain/highest peak of a mountain ridge"
"矫","矯","jiǎo","jiao3","6","Level 6","to correct/to rectify/to redress/strong/brave/to pretend/to feign/affectation"
"爪","爪","zhǎo","zhao3","6","Level 6","(coll.) foot of an animal or bird/(coll.) foot supporting a cooking pot etc"
"纽","紐","niǔ","niu3","6","Level 6","to turn/to wrench/button/nu (Greek letter Νν)"
"囱","囪","cōng","cong1","6","Level 6","chimney"
"挚","摯","zhì","zhi4","6","Level 6","sincere"
"稼","稼","jià","jia4","6","Level 6","to sow grain/(farm) crop"
"嗜","嗜","shì","shi4","6","Level 6","addicted to/fond of/stem corresponding to -phil or -phile"
"绵","緜綿","mián","mian2","6","Level 6","cotton"
"惰","惰","duò","duo4","6","Level 6","lazy"
"睬","睬","cǎi","cai3","6","Level 6","to pay attention/to take notice of/to care for"
"辫","辮","biàn","bian4","6","Level 6","a braid or queue/to plait"
"睦","睦","mù","mu4","6","Level 6","amicable/harmonious"
"杖","杖","zhàng","zhang4","6","Level 6","a staff/a rod/cane/walking stick/to flog with a stick (old)"
"铭","銘","míng","ming2","6","Level 6","to engrave/inscribed motto"
"畜","畜","chù","chu4","6","Level 6","to raise (animals)"
"沼","沼","zhǎo","zhao3","6","Level 6","pond/pool"
"黏","黏","nián","nian2","6","Level 6","sticky/glutinous/(Tw) to adhere/to stick on/to glue"
"稻","稻","dào","dao4","6","Level 6","paddy/rice (Oryza sativa)"
"帕","帕","pà","pa4","6","Level 6","to wrap/kerchief/handkerchief/headscarf/pascal (SI unit)"
"萧","蕭","xiāo","xiao1","6","Level 6","miserable/desolate/dreary/Chinese mugwort"
"裔","裔","yì","yi4","6","Level 6","descendants/frontier"
"遛","遛","liú","liu2","6","Level 6","to stroll/to walk (an animal)"
"肖","肖","xiào","xiao4","6","Level 6","similar/resembling/to resemble/to be like"
"渺","渺","miǎo","miao3","6","Level 6","(of an expanse of water) vast/distant and indistinct/tiny or insignificant"
"毙","獘斃","bì","bi4","6","Level 6","to collapse"
"饵","餌","ěr","er3","6","Level 6","pastry/food/to swallow/to lure/bait/lure"
"猩","猩","xīng","xing1","6","Level 6","ape"
"凿","鑿","záo","zao2","6","Level 6","chisel/to bore a hole/to chisel or dig/(literary) (bound form) certain/authentic/irrefutable/also pr. [zuo4]"
"瘟","瘟","wēn","wen1","6","Level 6","epidemic; pestilence; plague/(fig.) stupid; dull; (of a performance) lackluster"
"斑","斑","bān","ban1","6","Level 6","spot/colored patch/stripe/spotted/striped/variegated"
"蔼","藹","ǎi","ai3","6","Level 6","friendly"
"嗅","嗅","xiù","xiu4","6","Level 6","to smell/to sniff/to nose"
"巫","巫","wū","wu1","6","Level 6","witch/wizard/shaman/also pr. [wu2]"
"匠","匠","jiàng","jiang4","6","Level 6","craftsman"
"锈","銹","xiù","xiu4","6","Level 6","to rust"
"婉","婉","wǎn","wan3","6","Level 6","graceful/tactful"
"陨","隕","yǔn","yun3","6","Level 6","to fall/meteor/to perish"
"怯","怯","qiè","qie4","6","Level 6","timid/cowardly/rustic/Taiwan pr. [que4]"
"椰","椰","yē","ye1","6","Level 6","(bound form) coconut palm/Taiwan pr. [ye2]"
"螺","螺","luó","luo2","6","Level 6","spiral shell/snail/conch"
"朽","朽","xiǔ","xiu3","6","Level 6","rotten"
"窍","竅","qiào","qiao4","6","Level 6","hole/opening/orifice (of the human body)/(fig.) key (to the solution of a problem)"
"哨","哨","shào","shao4","6","Level 6","a whistle/sentry"
"橙","橙","chéng","cheng2","6","Level 6","orange tree/orange (color)"
"柄","柄","bǐng","bing3","6","Level 6","handle or shaft (of an axe etc)/(of a flower, leaf or fruit) stem/sth that affords an advantage to an opponent/classifier for knives or blades"
"魁","魁","kuí","kui2","6","Level 6","chief/head/outstanding/exceptional/stalwart"
"莽","莽","mǎng","mang3","6","Level 6","(bound form) dense growth of grass/(literary) vast; boundless/(bound form) boorish; reckless"
"熄","熄","xī","xi1","6","Level 6","to extinguish/to put out (fire)/to quench/to stop burning/to go out (of fire, lamp etc)/to come to an end/to wither away/to die out/Taiwan pr. [xi2]"
"昧","昧","mèi","mei4","6","Level 6","to conceal/dark"
"挟","挾","xié","xie2","6","Level 6","(bound form) to clasp under the arm/(bound form) to coerce/(bound form) to harbor (resentment etc)"
"犬","犬","quǎn","quan3","6","Level 6","dog/Kangxi radical 94"
"唾","唾","tuò","tuo4","6","Level 6","saliva/to spit"
"兆","兆","zhào","zhao4","6","Level 6","(bound form) omen/to foretell/million; mega-/(Tw) trillion; tera-/(old) billion"
"靶","靶","bǎ","ba3","6","Level 6","target/mark"
"柬","柬","jiǎn","jian3","6","Level 6","card/note/letter"
"烘","烘","hōng","hong1","6","Level 6","to bake/to heat by fire/to set off by contrast"
"斧","斧","fǔ","fu3","6","Level 6","hatchet"
"殃","殃","yāng","yang1","6","Level 6","calamity"
"钳","鉗","qián","qian2","6","Level 6","pincers/pliers/tongs/claw (of animal)/to grasp with pincers/to pinch/to clamp/to restrain/to restrict/to gag"
"秽","穢","huì","hui4","6","Level 6","dirt/filth"
"藻","藻","zǎo","zao3","6","Level 6","aquatic grasses/elegant"
"咧","咧","liě","lie3","6","Level 6","modal particle expressing exclamation"
"汛","汛","xùn","xun4","6","Level 6","high water/flood/to sprinkle water"
"昔","昔","xī","xi1","6","Level 6","former times/the past/Taiwan pr. [xi2]"
"帖","帖","tiē","tie1","6","Level 6","rubbing from incised inscription"
"盈","盈","yíng","ying2","6","Level 6","full/filled/surplus"
"凸","凸","tū","tu1","6","Level 6","to stick out/protruding/convex/male (connector etc)/Taiwan pr. [tu2]"
"磋","磋","cuō","cuo1","6","Level 6","deliberate/to polish"
"荫","蔭","yīn","yin1","6","Level 6","shade"
"飙","飆","biāo","biao1","6","Level 6","whirlwind/violent wind"
"垄","壟","lǒng","long3","6","Level 6","ridge between fields/crop row; mounded soil forming a ridge in a field/grave mound"
"曰","曰","yuē","yue1","6","Level 6","to speak/to say"
"拓","拓","tuò","tuo4","6","Level 6","to expand/to push sth with the hand/to develop/to open up"
"禾","禾","hé","he2","6","Level 6","cereal/grain"
"卤","鹵滷","lǔ","lu3","6","Level 6","alkaline soil/salt/brine/halogen (chemistry)/crass/stupid"
"禅","禪","chán","chan2","6","Level 6","to abdicate"
"舟","舟","zhōu","zhou1","6","Level 6","boat"
"弧","弧","hú","hu2","6","Level 6","arc"
"鹏","鵬","péng","peng2","6","Level 6","Peng, large fabulous bird/roc"
"槛","檻","kǎn","kan3","6","Level 6","door sill/threshold"
"儒","儒","rú","ru2","6","Level 6","scholar/Confucian"
"旨","旨","zhǐ","zhi3","6","Level 6","imperial decree/purport/aim/purpose"
"纺","紡","fǎng","fang3","6","Level 6","to spin (cotton or hemp etc)/fine woven silk fabric"
"炭","炭","tàn","tan4","6","Level 6","wood charcoal/coal"
"媳","媳","xí","xi2","6","Level 6","daughter-in-law"
"颈","頸","jǐng","jing3","6","Level 6","neck"
"腻","膩","nì","ni4","6","Level 6","greasy/soft/unctuous/intimate/tired of"
"玄","玄","xuán","xuan2","6","Level 6","black/mysterious"
"辟","辟闢","pì","pi4","6","Level 6","to open (a door)/to open up (for development)/to dispel; to refute; to repudiate/(bound form) penetrating; incisive"
"矣","矣","yǐ","yi3","6","Level 6","classical final particle, similar to modern 了[le5]"
"旬","旬","xún","xun2","6","Level 6","ten days/ten years/full period"
"捂","捂","wǔ","wu3","6","Level 6","to enclose/to cover with the hand (one's eyes, nose or ears)/to cover up (an affair)/contrary/to contradict"
"茅","茅","máo","mao2","6","Level 6","reeds/rushes"
"阐","闡","chǎn","chan3","6","Level 6","to express/to disclose/to enlighten/to open"
"彰","彰","zhāng","zhang1","6","Level 6","clear/conspicuous/manifest"
"奠","奠","diàn","dian4","6","Level 6","to fix/to settle/a libation to the dead"
"饲","飼","sì","si4","6","Level 6","to raise/to rear/to feed"
"萎","萎","wēi","wei1","6","Level 6","to wither/to drop/to decline/spiritless/Taiwan pr. [wei1]"
"遏","遏","è","e4","6","Level 6","to restrain/to check/to hold back"
"坝","壩","bà","ba4","6","Level 6","dam/dike; embankment/CL:條|条[tiao2]"
"匀","勻","yún","yun2","6","Level 6","even/well-distributed/uniform/to distribute evenly/to share"
"晤","晤","wù","wu4","6","Level 6","to meet (socially)"
"啸","嘯","xiào","xiao4","6","Level 6","(of people) to whistle/(of birds and animals) to screech; to howl; to roar"
"畴","疇","chóu","chou2","6","Level 6","arable fields/cultivated field/class/category"
"伦","倫","lún","lun2","6","Level 6","human relationship/order/coherence"
"栓","栓","shuān","shuan1","6","Level 6","bottle stopper/plug/(gun) bolt/(grenade) pin"
"绣","繡","xiù","xiu4","6","Level 6","to embroider; embroidery"
"侨","僑","qiáo","qiao2","6","Level 6","emigrant/to reside abroad"
"竣","竣","jùn","jun4","6","Level 6","complete/finish"
"逝","逝","shì","shi4","6","Level 6","(of flowing water or time) to pass by/to pass away; to die"
"秤","秤","chèng","cheng4","6","Level 6","steelyard/Roman balance/CL:臺|台[tai2]"
"顷","頃","qǐng","qing3","6","Level 6","unit of area equal to 100 畝|亩[mu3] or 6.67 hectares/a short while/a little while ago/circa. (for approximate dates)"
"譬","譬","pì","pi4","6","Level 6","to give an example"
"茫","茫","máng","mang2","6","Level 6","vast, with no clear boundary/fig. hazy/indistinct/unclear/confused"
"刑","刑","xíng","xing2","6","Level 6","punishment/penalty/sentence/torture/corporal punishment"
"屡","屢","lǚ","lv3","6","Level 6","time and again/repeatedly/frequently"
"菊","菊","jú","ju2","6","Level 6","chrysanthemum"
"呵","呵","hē","he1","6","Level 6","expel breath/my goodness"
"耕","耕","gēng","geng1","6","Level 6","to plow/to till"
"煲","煲","bāo","bao1","6","Level 6","to cook slowly over a low flame/pot/saucepan"
"倘","倘","tǎng","tang3","6","Level 6","if; supposing; in case"
"仲","仲","zhòng","zhong4","6","Level 6","second month of a season/middle/intermediate/second amongst brothers"
"缕","縷","lǚ","lv3","6","Level 6","strand/thread/detailed/in detail/classifier for wisps (of smoke, mist or vapor), strands, locks (of hair)"
"闸","閘牐","zhá","zha2","6","Level 6","gear/brake/sluice/lock (on waterway)/electric switch or circuit breaker"
"屑","屑","xiè","xie4","6","Level 6","bits/fragments/crumbs/filings/trifling/trivial/to condescend to"
"溢","溢","yì","yi4","6","Level 6","to overflow/(literary) excessive"
"杜","杜","dù","du4","6","Level 6","birchleaf pear (tree)/to stop/to prevent/to restrict"
"舶","舶","bó","bo2","6","Level 6","ship"
"屯","屯","tún","tun2","6","Level 6","difficult/stingy"
"莲","蓮","lián","lian2","6","Level 6","lotus"
"朦","朦","méng","meng2","6","Level 6","used in ~胧[meng2 long2]"
"胧","朧","lóng","long2","6","Level 6","used in 朦~[meng2 long2]"
"芽","芽","yá","ya2","6","Level 6","bud/sprout"
"拱","拱","gǒng","gong3","6","Level 6","to cup one's hands in salute/to surround/to arch/to dig earth with the snout/arched"
"渔","漁","yú","yu2","6","Level 6","fisherman/to fish"
"缀","綴","zhuì","zhui4","6","Level 6","to sew/to stitch together/to combine/to link/to connect/to put words together/to compose/to embellish"
"旱","旱","hàn","han4","6","Level 6","drought"
"弘","弘","hóng","hong2","6","Level 6","great/liberal"
"卉","卉","huì","hui4","6","Level 6","plants"
"朴","朴樸","pǔ","pu3","6","Level 6","plain and simple/Taiwan pr. [pu2]"
"倚","倚","yǐ","yi3","6","Level 6","to lean on/to rely upon"
"荡","蕩","dàng","dang4","6","Level 6","to wash/to squander/to sweep away/to move/to shake/dissolute/pond"
"贬","貶","biǎn","bian3","6","Level 6","to diminish/to demote/to reduce or devaluate/to disparage/to censure/to depreciate"
"躯","軀","qū","qu1","6","Level 6","human body"
"夷","夷","yí","yi2","6","Level 6","non-Han people, esp. to the East of China/barbarians/to wipe out/to exterminate/to tear down/to raze"
"轴","軸","zhóu","zhou2","6","Level 6","axle/pivot/axis"
"涤","滌","dí","di2","6","Level 6","to wash/to cleanse"
"赤","赤","chì","chi4","6","Level 6","red/scarlet/bare/naked"
"滞","滯","zhì","zhi4","6","Level 6","sluggish"
"嫂","嫂","sǎo","sao3","6","Level 6","older brother's wife/sister-in-law"
"缔","締","dì","di4","6","Level 6","closely joined/connection/knot"
"菩","菩","pú","pu2","6","Level 6","Bodhisattva"
"萨","薩","sà","sa4","6","Level 6","Bodhisattva/surname Sa"
"曙","曙","shǔ","shu3","6","Level 6","daybreak/dawn/the dawn of a new epoch (metaphor)/Taiwan pr. [shu4]"
"秧","秧","yāng","yang1","6","Level 6","shoots/sprouts"
"泻","瀉","xiè","xie4","6","Level 6","to flow out swiftly/to flood/a torrent/diarrhea/laxative"
"禽","禽","qín","qin2","6","Level 6","generic term for birds and animals/birds/to capture (old)"
"诧","詫","chà","cha4","6","Level 6","to be surprised/to be astonished"
"廷","廷","tíng","ting2","6","Level 6","palace courtyard"
"贾","賈","jiǎ","jia3","6","Level 6","merchant/to buy"
"弈","弈","yì","yi4","6","Level 6","ancient name for go (Chinese board game)"
"徽","徽","huī","hui1","6","Level 6","badge/emblem/insignia/crest/logo/coat of arms"
"卒","卒","zú","zu2","6","Level 6","soldier/servant/to finish/to die/finally/at last/pawn in Chinese chess"
"囊","囊","náng","nang2","6","Level 6","sack/purse/pocket (for money)"
"惋","惋","wǎn","wan3","6","Level 6","to sigh in regret or pity/Taiwan pr. [wan4]"
"沧","滄","cāng","cang1","6","Level 6","blue-green or azure (of water)/vast (of water)/cold"
"踊","踊踴","yǒng","yong3","6","Level 6","leap"
"淀","澱淀","diàn","dian4","6","Level 6","to form sediment; to precipitate"
"毅","毅","yì","yi4","6","Level 6","firm and resolute/staunch"
"腥","腥","xīng","xing1","6","Level 6","fishy (smell)"
"桨","槳","jiǎng","jiang3","6","Level 6","oar/paddle"
"枢","樞","shū","shu1","6","Level 6","(bound form) hinge; pivot (usu. fig.)"
"牡","牡","mǔ","mu3","6","Level 6","(of a bird, animal or plant) male/key/hills"
"丹","丹","dān","dan1","6","Level 6","red/pellet/powder/cinnabar"
"霞","霞","xiá","xia2","6","Level 6","rose-tinted sky or clouds at sunrise or sunset"
"鞭","鞭","biān","bian1","6","Level 6","whip or lash/to flog/to whip/conductor's baton/segmented iron weapon (old)/penis (of animal, served as food)"
"炊","炊","chuī","chui1","6","Level 6","to cook food"
"隙","隙","xì","xi4","6","Level 6","crack/crevice/gap or interval/loophole/discord/rift"
"暮","暮","mù","mu4","6","Level 6","evening/sunset"
"昼","晝","zhòu","zhou4","6","Level 6","daytime"
"怠","怠","dài","dai4","6","Level 6","idle/lazy/negligent/careless"
"岂","豈","qǐ","qi3","6","Level 6","how? (emphatic question)"
"迭","迭","dié","die2","6","Level 6","alternately/repeatedly"
"懈","懈","xiè","xie4","6","Level 6","lax/negligent"
"乔","喬","qiáo","qiao2","6","Level 6","tall"
"馅","餡","xiàn","xian4","6","Level 6","stuffing/forcemeat/filling"
"沽","沽","gū","gu1","6","Level 6","to buy/to sell"
"瑞","瑞","ruì","rui4","6","Level 6","lucky/auspicious/propitious/rayl (acoustical unit)"
